Datum;von;Zeitzone von;bis;Zeitzone bis;Spotmarktpreis in ct/kWh;Strompreis [ct/kWh]
22.07.2023;07:00;CEST;08:00;CEST;8,618;14,51546976
22.07.2023;08:00;CEST;09:00;CEST;8,293;13,96806576
22.07.2023;09:00;CEST;10:00;CEST;7,201;12,12878832
22.07.2023;10:00;CEST;11:00;CEST;5,908;9,95096256
22.07.2023;11:00;CEST;12:00;CEST;4,656;7,84219392
22.07.2023;12:00;CEST;13:00;CEST;4,015;6,7625448
22.07.2023;13:00;CEST;14:00;CEST;2,234;3,76277088
22.07.2023;14:00;CEST;15:00;CEST;1,952;3,28779264
22.07.2023;15:00;CEST;16:00;CEST;2,905;4,8929496
22.07.2023;16:00;CEST;17:00;CEST;4,692;7,90282944
22.07.2023;17:00;CEST;18:00;CEST;7,067;11,90308944
22.07.2023;18:00;CEST;19:00;CEST;8,601;14,48683632
22.07.2023;19:00;CEST;20:00;CEST;9,992;16,82972544
22.07.2023;20:00;CEST;21:00;CEST;10,683;17,99359056
22.07.2023;21:00;CEST;22:00;CEST;11,875;20,0013
22.07.2023;22:00;CEST;23:00;CEST;10,643;17,92621776
22.07.2023;23:00;CEST;00:00;CEST;9,849;16,58886768
23.07.2023;00:00;CEST;01:00;CEST;8,73;14,7041136
23.07.2023;01:00;CEST;02:00;CEST;7,927;13,35160464
23.07.2023;02:00;CEST;03:00;CEST;6,789;11,43484848
23.07.2023;03:00;CEST;04:00;CEST;3,322;5,59531104
23.07.2023;04:00;CEST;05:00;CEST;1,578;2,65785696
23.07.2023;05:00;CEST;06:00;CEST;1,109;1,86791088
23.07.2023;06:00;CEST;07:00;CEST;0,508;0,85563456
23.07.2023;07:00;CEST;08:00;CEST;0,288;0,48508416
23.07.2023;08:00;CEST;09:00;CEST;0,342;0,57603744
23.07.2023;09:00;CEST;10:00;CEST;0,009;0,01515888
23.07.2023;10:00;CEST;11:00;CEST;0;0
23.07.2023;11:00;CEST;12:00;CEST;-0,003;0,00505296
23.07.2023;12:00;CEST;13:00;CEST;-0,005;0,0084216
23.07.2023;13:00;CEST;14:00;CEST;-0,778;1,31040096
23.07.2023;14:00;CEST;15:00;CEST;-1,217;2,04981744
23.07.2023;15:00;CEST;16:00;CEST;-0,703;1,18407696
23.07.2023;16:00;CEST;17:00;CEST;-0,381;0,64172592
23.07.2023;17:00;CEST;18:00;CEST;0;0
23.07.2023;18:00;CEST;19:00;CEST;2,893;4,87273776
23.07.2023;19:00;CEST;20:00;CEST;6,678;11,24788896
23.07.2023;20:00;CEST;21:00;CEST;8,724;14,69400768
23.07.2023;21:00;CEST;22:00;CEST;9,176;15,45532032
23.07.2023;22:00;CEST;23:00;CEST;9,966;16,78593312
23.07.2023;23:00;CEST;00:00;CEST;9,264;15,60354048
24.07.2023;00:00;CEST;01:00;CEST;7,714;12,99284448
24.07.2023;01:00;CEST;02:00;CEST;7,002;11,79360864
24.07.2023;02:00;CEST;03:00;CEST;6,899;11,62012368
24.07.2023;03:00;CEST;04:00;CEST;7,201;12,12878832
24.07.2023;04:00;CEST;05:00;CEST;7,209;12,14226288
24.07.2023;05:00;CEST;06:00;CEST;8,711;14,67211152
24.07.2023;06:00;CEST;07:00;CEST;10,259;17,27943888
24.07.2023;07:00;CEST;08:00;CEST;11,397;19,19619504
24.07.2023;08:00;CEST;09:00;CEST;11,508;19,38315456
24.07.2023;09:00;CEST;10:00;CEST;10,5;17,68536
24.07.2023;10:00;CEST;11:00;CEST;9,994;16,83309408
24.07.2023;11:00;CEST;12:00;CEST;9,462;15,93703584
24.07.2023;12:00;CEST;13:00;CEST;8,745;14,7293784
24.07.2023;13:00;CEST;14:00;CEST;8,159;13,74236688
24.07.2023;14:00;CEST;15:00;CEST;7,497;12,62734704
24.07.2023;15:00;CEST;16:00;CEST;6,727;11,33042064
24.07.2023;16:00;CEST;17:00;CEST;6,373;10,73417136
24.07.2023;17:00;CEST;18:00;CEST;7,706;12,97936992
24.07.2023;18:00;CEST;19:00;CEST;9,768;16,45243776
24.07.2023;19:00;CEST;20:00;CEST;10,696;18,01548672
24.07.2023;20:00;CEST;21:00;CEST;11,846;19,95245472
24.07.2023;21:00;CEST;22:00;CEST;11,399;19,19956368
24.07.2023;22:00;CEST;23:00;CEST;10,297;17,34344304
24.07.2023;23:00;CEST;00:00;CEST;10,203;17,18511696
25.07.2023;00:00;CEST;01:00;CEST;9,6;16,169472
25.07.2023;01:00;CEST;02:00;CEST;8,655;14,5777896
25.07.2023;02:00;CEST;03:00;CEST;8,495;14,3082984
25.07.2023;03:00;CEST;04:00;CEST;8,683;14,62495056
25.07.2023;04:00;CEST;05:00;CEST;8,807;14,83380624
25.07.2023;05:00;CEST;06:00;CEST;9,749;16,42043568
25.07.2023;06:00;CEST;07:00;CEST;11,405;19,2096696
25.07.2023;07:00;CEST;08:00;CEST;15,045;25,3405944
25.07.2023;08:00;CEST;09:00;CEST;15,19;25,5848208
25.07.2023;09:00;CEST;10:00;CEST;11,374;19,15745568
25.07.2023;10:00;CEST;11:00;CEST;10,265;17,2895448
25.07.2023;11:00;CEST;12:00;CEST;10,092;16,99815744
25.07.2023;12:00;CEST;13:00;CEST;9,827;16,55181264
25.07.2023;13:00;CEST;14:00;CEST;9,012;15,17909184
25.07.2023;14:00;CEST;15:00;CEST;8,758;14,75127456
25.07.2023;15:00;CEST;16:00;CEST;8,888;14,97023616
25.07.2023;16:00;CEST;17:00;CEST;9,012;15,17909184
25.07.2023;17:00;CEST;18:00;CEST;9,271;15,61533072
25.07.2023;18:00;CEST;19:00;CEST;11,201;18,86606832
25.07.2023;19:00;CEST;20:00;CEST;12,298;20,71376736
25.07.2023;20:00;CEST;21:00;CEST;11,904;20,05014528
25.07.2023;21:00;CEST;22:00;CEST;11,655;19,6307496
25.07.2023;22:00;CEST;23:00;CEST;10,935;18,4180392
25.07.2023;23:00;CEST;00:00;CEST;9,85;16,590552
26.07.2023;00:00;CEST;01:00;CEST;9,796;16,49959872
26.07.2023;01:00;CEST;02:00;CEST;8,931;15,04266192
26.07.2023;02:00;CEST;03:00;CEST;8,626;14,52894432
26.07.2023;03:00;CEST;04:00;CEST;7,965;13,4156088
26.07.2023;04:00;CEST;05:00;CEST;7,964;13,41392448
26.07.2023;05:00;CEST;06:00;CEST;8,683;14,62495056
26.07.2023;06:00;CEST;07:00;CEST;10,177;17,14132464
26.07.2023;07:00;CEST;08:00;CEST;11,49;19,3528368
26.07.2023;08:00;CEST;09:00;CEST;12,075;20,338164
26.07.2023;09:00;CEST;10:00;CEST;10,385;17,4916632
26.07.2023;10:00;CEST;11:00;CEST;9,568;16,11557376
26.07.2023;11:00;CEST;12:00;CEST;8,952;15,07803264
26.07.2023;12:00;CEST;13:00;CEST;8,604;14,49188928
26.07.2023;13:00;CEST;14:00;CEST;7,863;13,24380816
26.07.2023;14:00;CEST;15:00;CEST;7,467;12,57681744
26.07.2023;15:00;CEST;16:00;CEST;6,943;11,69423376
26.07.2023;16:00;CEST;17:00;CEST;8,082;13,61267424
26.07.2023;17:00;CEST;18:00;CEST;8,897;14,98539504
26.07.2023;18:00;CEST;19:00;CEST;10,006;16,85330592
26.07.2023;19:00;CEST;20:00;CEST;11,522;19,40673504
26.07.2023;20:00;CEST;21:00;CEST;12,058;20,30953056
26.07.2023;21:00;CEST;22:00;CEST;11,804;19,88171328
26.07.2023;22:00;CEST;23:00;CEST;11,023;18,56625936
26.07.2023;23:00;CEST;00:00;CEST;9,706;16,34800992
27.07.2023;00:00;CEST;01:00;CEST;9,836;16,56697152
27.07.2023;01:00;CEST;02:00;CEST;8,269;13,92764208
27.07.2023;02:00;CEST;03:00;CEST;7,6;12,800832
27.07.2023;03:00;CEST;04:00;CEST;7,106;11,96877792
27.07.2023;04:00;CEST;05:00;CEST;7,2;12,127104
27.07.2023;05:00;CEST;06:00;CEST;8,048;13,55540736
27.07.2023;06:00;CEST;07:00;CEST;9,69;16,3210608
27.07.2023;07:00;CEST;08:00;CEST;10,358;17,44618656
27.07.2023;08:00;CEST;09:00;CEST;10,43;17,5674576
27.07.2023;09:00;CEST;10:00;CEST;9,912;16,69497984
27.07.2023;10:00;CEST;11:00;CEST;9,68;16,3042176
27.07.2023;11:00;CEST;12:00;CEST;9,09;15,3104688
27.07.2023;12:00;CEST;13:00;CEST;8,645;14,5609464
27.07.2023;13:00;CEST;14:00;CEST;8,001;13,47624432
27.07.2023;14:00;CEST;15:00;CEST;7,833;13,19327856
27.07.2023;15:00;CEST;16:00;CEST;8,135;13,7019432
27.07.2023;16:00;CEST;17:00;CEST;9,389;15,81408048
27.07.2023;17:00;CEST;18:00;CEST;10,726;18,06601632
27.07.2023;18:00;CEST;19:00;CEST;11,491;19,35452112
27.07.2023;19:00;CEST;20:00;CEST;11,695;19,6981224
27.07.2023;20:00;CEST;21:00;CEST;10,997;18,52246704
27.07.2023;21:00;CEST;22:00;CEST;10,812;18,21086784
27.07.2023;22:00;CEST;23:00;CEST;10,556;17,77968192
27.07.2023;23:00;CEST;00:00;CEST;9,888;16,65455616
28.07.2023;00:00;CEST;01:00;CEST;8,863;14,92812816
28.07.2023;01:00;CEST;02:00;CEST;7,959;13,40550288
28.07.2023;02:00;CEST;03:00;CEST;7,813;13,15959216
28.07.2023;03:00;CEST;04:00;CEST;7,92;13,3398144
28.07.2023;04:00;CEST;05:00;CEST;8,002;13,47792864
28.07.2023;05:00;CEST;06:00;CEST;8,953;15,07971696
28.07.2023;06:00;CEST;07:00;CEST;10,009;16,85835888
28.07.2023;07:00;CEST;08:00;CEST;11,112;18,71616384
28.07.2023;08:00;CEST;09:00;CEST;11,299;19,03113168
28.07.2023;09:00;CEST;10:00;CEST;10,787;18,16875984
28.07.2023;10:00;CEST;11:00;CEST;9,954;16,76572128
28.07.2023;11:00;CEST;12:00;CEST;9,3;15,664176
28.07.2023;12:00;CEST;13:00;CEST;8,59;14,4683088
28.07.2023;13:00;CEST;14:00;CEST;8;13,47456
28.07.2023;14:00;CEST;15:00;CEST;7,565;12,7418808
28.07.2023;15:00;CEST;16:00;CEST;7,61;12,8176752
28.07.2023;16:00;CEST;17:00;CEST;8;13,47456
28.07.2023;17:00;CEST;18:00;CEST;9,427;15,87808464
28.07.2023;18:00;CEST;19:00;CEST;10,359;17,44787088
28.07.2023;19:00;CEST;20:00;CEST;12,244;20,62281408
28.07.2023;20:00;CEST;21:00;CEST;13;21,89616
28.07.2023;21:00;CEST;22:00;CEST;12,178;20,51164896
28.07.2023;22:00;CEST;23:00;CEST;11,109;18,71111088
28.07.2023;23:00;CEST;00:00;CEST;10,153;17,10090096
29.07.2023;00:00;CEST;01:00;CEST;10,309;17,36365488
29.07.2023;01:00;CEST;02:00;CEST;9,448;15,91345536
29.07.2023;02:00;CEST;03:00;CEST;9,117;15,35594544
29.07.2023;03:00;CEST;04:00;CEST;8,566;14,42788512
29.07.2023;04:00;CEST;05:00;CEST;8,897;14,98539504
29.07.2023;05:00;CEST;06:00;CEST;8,703;14,65863696
29.07.2023;06:00;CEST;07:00;CEST;8,57;14,4346224
29.07.2023;07:00;CEST;08:00;CEST;8,791;14,80685712
29.07.2023;08:00;CEST;09:00;CEST;8,579;14,44978128
29.07.2023;09:00;CEST;10:00;CEST;8,171;13,76257872
29.07.2023;10:00;CEST;11:00;CEST;7,55;12,716616
29.07.2023;11:00;CEST;12:00;CEST;6,375;10,73754
29.07.2023;12:00;CEST;13:00;CEST;5,866;9,88022112
29.07.2023;13:00;CEST;14:00;CEST;4,048;6,81812736
29.07.2023;14:00;CEST;15:00;CEST;1,82;3,0654624
29.07.2023;15:00;CEST;16:00;CEST;1,967;3,31305744
29.07.2023;16:00;CEST;17:00;CEST;4,918;8,28348576
29.07.2023;17:00;CEST;18:00;CEST;5,866;9,88022112
29.07.2023;18:00;CEST;19:00;CEST;7,954;13,39708128
29.07.2023;19:00;CEST;20:00;CEST;9,228;15,54290496
29.07.2023;20:00;CEST;21:00;CEST;9,993;16,83140976
29.07.2023;21:00;CEST;22:00;CEST;10,074;16,96783968
29.07.2023;22:00;CEST;23:00;CEST;9,993;16,83140976
29.07.2023;23:00;CEST;00:00;CEST;9,218;15,52606176
30.07.2023;00:00;CEST;01:00;CEST;8,45;14,232504
30.07.2023;01:00;CEST;02:00;CEST;7,49;12,6155568
30.07.2023;02:00;CEST;03:00;CEST;6,781;11,42137392
30.07.2023;03:00;CEST;04:00;CEST;5,779;9,73368528
30.07.2023;04:00;CEST;05:00;CEST;5,16;8,6910912
30.07.2023;05:00;CEST;06:00;CEST;5,17;8,7079344
30.07.2023;06:00;CEST;07:00;CEST;4,734;7,97357088
30.07.2023;07:00;CEST;08:00;CEST;3,7;6,231984
30.07.2023;08:00;CEST;09:00;CEST;2,982;5,02264224
30.07.2023;09:00;CEST;10:00;CEST;0,848;1,42830336
30.07.2023;10:00;CEST;11:00;CEST;-0,001;0,00168432
30.07.2023;11:00;CEST;12:00;CEST;-0,026;0,04379232
30.07.2023;12:00;CEST;13:00;CEST;-1,669;2,81113008
30.07.2023;13:00;CEST;14:00;CEST;-4,493;7,56764976
30.07.2023;14:00;CEST;15:00;CEST;-4,661;7,85061552
30.07.2023;15:00;CEST;16:00;CEST;-4,002;6,74064864
30.07.2023;16:00;CEST;17:00;CEST;-1,994;3,35853408
30.07.2023;17:00;CEST;18:00;CEST;-0,1;0,168432
30.07.2023;18:00;CEST;19:00;CEST;1,622;2,73196704
30.07.2023;19:00;CEST;20:00;CEST;7,437;12,52628784
30.07.2023;20:00;CEST;21:00;CEST;8,447;14,22745104
30.07.2023;21:00;CEST;22:00;CEST;8,846;14,89949472
30.07.2023;22:00;CEST;23:00;CEST;8,706;14,66368992
30.07.2023;23:00;CEST;00:00;CEST;7,005;11,7986616
31.07.2023;00:00;CEST;01:00;CEST;6,103;10,27940496
31.07.2023;01:00;CEST;02:00;CEST;5,051;8,50750032
31.07.2023;02:00;CEST;03:00;CEST;4,409;7,42616688
31.07.2023;03:00;CEST;04:00;CEST;3,03;5,1034896
31.07.2023;04:00;CEST;05:00;CEST;2,891;4,86936912
31.07.2023;05:00;CEST;06:00;CEST;5,031;8,47381392
31.07.2023;06:00;CEST;07:00;CEST;7,818;13,16801376
31.07.2023;07:00;CEST;08:00;CEST;8,658;14,58284256
31.07.2023;08:00;CEST;09:00;CEST;8,816;14,84896512
31.07.2023;09:00;CEST;10:00;CEST;8,6;14,485152
31.07.2023;10:00;CEST;11:00;CEST;7,416;12,49091712
31.07.2023;11:00;CEST;12:00;CEST;6,749;11,36747568
31.07.2023;12:00;CEST;13:00;CEST;6,518;10,97839776
31.07.2023;13:00;CEST;14:00;CEST;5,965;10,0469688
31.07.2023;14:00;CEST;15:00;CEST;5,914;9,96106848
31.07.2023;15:00;CEST;16:00;CEST;5,994;10,09581408
31.07.2023;16:00;CEST;17:00;CEST;6,766;11,39610912
31.07.2023;17:00;CEST;18:00;CEST;7,597;12,79577904
31.07.2023;18:00;CEST;19:00;CEST;8,968;15,10498176
31.07.2023;19:00;CEST;20:00;CEST;9,821;16,54170672
31.07.2023;20:00;CEST;21:00;CEST;9,997;16,83814704
31.07.2023;21:00;CEST;22:00;CEST;9,925;16,716876
31.07.2023;22:00;CEST;23:00;CEST;9,526;16,04483232
31.07.2023;23:00;CEST;00:00;CEST;8,763;14,75969616
01.08.2023;00:00;CEST;01:00;CEST;6,801;11,45506032
01.08.2023;01:00;CEST;02:00;CEST;5,886;9,91390752
01.08.2023;02:00;CEST;03:00;CEST;5,786;9,74547552
01.08.2023;03:00;CEST;04:00;CEST;5,694;9,59051808
01.08.2023;04:00;CEST;05:00;CEST;5,79;9,7522128
01.08.2023;05:00;CEST;06:00;CEST;6,34;10,6785888
01.08.2023;06:00;CEST;07:00;CEST;9,18;15,4620576
01.08.2023;07:00;CEST;08:00;CEST;9,444;15,90671808
01.08.2023;08:00;CEST;09:00;CEST;9,9;16,674768
01.08.2023;09:00;CEST;10:00;CEST;9,219;15,52774608
01.08.2023;10:00;CEST;11:00;CEST;9,272;15,61701504
01.08.2023;11:00;CEST;12:00;CEST;8,727;14,69906064
01.08.2023;12:00;CEST;13:00;CEST;7,922;13,34318304
01.08.2023;13:00;CEST;14:00;CEST;6,992;11,77676544
01.08.2023;14:00;CEST;15:00;CEST;6,012;10,12613184
01.08.2023;15:00;CEST;16:00;CEST;5,727;9,64610064
01.08.2023;16:00;CEST;17:00;CEST;5,696;9,59388672
01.08.2023;17:00;CEST;18:00;CEST;6,85;11,537592
01.08.2023;18:00;CEST;19:00;CEST;8,174;13,76763168
01.08.2023;19:00;CEST;20:00;CEST;9,605;16,1778936
01.08.2023;20:00;CEST;21:00;CEST;10,883;18,33045456
01.08.2023;21:00;CEST;22:00;CEST;11,194;18,85427808
01.08.2023;22:00;CEST;23:00;CEST;10,255;17,2727016
01.08.2023;23:00;CEST;00:00;CEST;9,278;15,62712096
02.08.2023;00:00;CEST;01:00;CEST;8,938;15,05445216
02.08.2023;01:00;CEST;02:00;CEST;7,754;13,06021728
02.08.2023;02:00;CEST;03:00;CEST;6,962;11,72623584
02.08.2023;03:00;CEST;04:00;CEST;6,707;11,29673424
02.08.2023;04:00;CEST;05:00;CEST;7,023;11,82897936
02.08.2023;05:00;CEST;06:00;CEST;8,716;14,68053312
02.08.2023;06:00;CEST;07:00;CEST;10,361;17,45123952
02.08.2023;07:00;CEST;08:00;CEST;11,196;18,85764672
02.08.2023;08:00;CEST;09:00;CEST;9,837;16,56865584
02.08.2023;09:00;CEST;10:00;CEST;8,938;15,05445216
02.08.2023;10:00;CEST;11:00;CEST;7,907;13,31791824
02.08.2023;11:00;CEST;12:00;CEST;6,45;10,863864
02.08.2023;12:00;CEST;13:00;CEST;5,202;8,76183264
02.08.2023;13:00;CEST;14:00;CEST;3,308;5,57173056
02.08.2023;14:00;CEST;15:00;CEST;2,488;4,19058816
02.08.2023;15:00;CEST;16:00;CEST;2,124;3,57749568
02.08.2023;16:00;CEST;17:00;CEST;2,915;4,9097928
02.08.2023;17:00;CEST;18:00;CEST;5,256;8,85278592
02.08.2023;18:00;CEST;19:00;CEST;6,926;11,66560032
02.08.2023;19:00;CEST;20:00;CEST;8,392;14,13481344
02.08.2023;20:00;CEST;21:00;CEST;8,187;13,78952784
02.08.2023;21:00;CEST;22:00;CEST;7,877;13,26738864
02.08.2023;22:00;CEST;23:00;CEST;6,57;11,0659824
02.08.2023;23:00;CEST;00:00;CEST;3,857;6,49642224
03.08.2023;00:00;CEST;01:00;CEST;1,997;3,36358704
03.08.2023;01:00;CEST;02:00;CEST;0,951;1,60178832
03.08.2023;02:00;CEST;03:00;CEST;0,344;0,57940608
03.08.2023;03:00;CEST;04:00;CEST;0,561;0,94490352
03.08.2023;04:00;CEST;05:00;CEST;0,72;1,2127104
03.08.2023;05:00;CEST;06:00;CEST;2,48;4,1771136
03.08.2023;06:00;CEST;07:00;CEST;4,738;7,98030816
03.08.2023;07:00;CEST;08:00;CEST;6,3;10,611216
03.08.2023;08:00;CEST;09:00;CEST;7;11,79024
03.08.2023;09:00;CEST;10:00;CEST;5,89;9,9206448
03.08.2023;10:00;CEST;11:00;CEST;4,545;7,6552344
03.08.2023;11:00;CEST;12:00;CEST;3,452;5,81427264
03.08.2023;12:00;CEST;13:00;CEST;2,701;4,54934832
03.08.2023;13:00;CEST;14:00;CEST;2,125;3,57918
03.08.2023;14:00;CEST;15:00;CEST;1,743;2,93576976
03.08.2023;15:00;CEST;16:00;CEST;1,77;2,9812464
03.08.2023;16:00;CEST;17:00;CEST;2,194;3,69539808
03.08.2023;17:00;CEST;18:00;CEST;4,501;7,58112432
03.08.2023;18:00;CEST;19:00;CEST;7,978;13,43750496
03.08.2023;19:00;CEST;20:00;CEST;9,526;16,04483232
03.08.2023;20:00;CEST;21:00;CEST;9,66;16,2705312
03.08.2023;21:00;CEST;22:00;CEST;9,681;16,30590192
03.08.2023;22:00;CEST;23:00;CEST;9,438;15,89661216
03.08.2023;23:00;CEST;00:00;CEST;8,7;14,653584
04.08.2023;00:00;CEST;01:00;CEST;9,014;15,18246048
04.08.2023;01:00;CEST;02:00;CEST;8,385;14,1230232
04.08.2023;02:00;CEST;03:00;CEST;8,092;13,62951744
04.08.2023;03:00;CEST;04:00;CEST;7,925;13,348236
04.08.2023;04:00;CEST;05:00;CEST;8,277;13,94111664
04.08.2023;05:00;CEST;06:00;CEST;8,818;14,85233376
04.08.2023;06:00;CEST;07:00;CEST;10,868;18,30518976
04.08.2023;07:00;CEST;08:00;CEST;12,376;20,84514432
04.08.2023;08:00;CEST;09:00;CEST;12,067;20,32468944
04.08.2023;09:00;CEST;10:00;CEST;10,507;17,69715024
04.08.2023;10:00;CEST;11:00;CEST;9,516;16,02798912
04.08.2023;11:00;CEST;12:00;CEST;9,068;15,27341376
04.08.2023;12:00;CEST;13:00;CEST;8,692;14,64010944
04.08.2023;13:00;CEST;14:00;CEST;8,081;13,61098992
04.08.2023;14:00;CEST;15:00;CEST;7,784;13,11074688
04.08.2023;15:00;CEST;16:00;CEST;7,708;12,98273856
04.08.2023;16:00;CEST;17:00;CEST;8,289;13,96132848
04.08.2023;17:00;CEST;18:00;CEST;9,504;16,00777728
04.08.2023;18:00;CEST;19:00;CEST;10,346;17,42597472
04.08.2023;19:00;CEST;20:00;CEST;13,486;22,71473952
04.08.2023;20:00;CEST;21:00;CEST;13,98;23,5467936
04.08.2023;21:00;CEST;22:00;CEST;12,895;21,7193064
04.08.2023;22:00;CEST;23:00;CEST;11,1;18,695952
04.08.2023;23:00;CEST;00:00;CEST;9,849;16,58886768
05.08.2023;00:00;CEST;01:00;CEST;10,155;17,1042696
05.08.2023;01:00;CEST;02:00;CEST;9,49;15,9841968
05.08.2023;02:00;CEST;03:00;CEST;9,258;15,59343456
05.08.2023;03:00;CEST;04:00;CEST;9,03;15,2094096
05.08.2023;04:00;CEST;05:00;CEST;9,024;15,19930368
05.08.2023;05:00;CEST;06:00;CEST;9,054;15,24983328
05.08.2023;06:00;CEST;07:00;CEST;9,47;15,9505104
05.08.2023;07:00;CEST;08:00;CEST;9,303;15,66922896
05.08.2023;08:00;CEST;09:00;CEST;9,319;15,69617808
05.08.2023;09:00;CEST;10:00;CEST;8,9;14,990448
05.08.2023;10:00;CEST;11:00;CEST;8,01;13,4914032
05.08.2023;11:00;CEST;12:00;CEST;7,518;12,66271776
05.08.2023;12:00;CEST;13:00;CEST;6,501;10,94976432
05.08.2023;13:00;CEST;14:00;CEST;5,891;9,92232912
05.08.2023;14:00;CEST;15:00;CEST;5,804;9,77579328
05.08.2023;15:00;CEST;16:00;CEST;6,585;11,0912472
05.08.2023;16:00;CEST;17:00;CEST;7,973;13,42908336
05.08.2023;17:00;CEST;18:00;CEST;9,916;16,70171712
05.08.2023;18:00;CEST;19:00;CEST;10,762;18,12665184
05.08.2023;19:00;CEST;20:00;CEST;12,31;20,7339792
05.08.2023;20:00;CEST;21:00;CEST;12,899;21,72604368
05.08.2023;21:00;CEST;22:00;CEST;10,923;18,39782736
05.08.2023;22:00;CEST;23:00;CEST;9,908;16,68824256
05.08.2023;23:00;CEST;00:00;CEST;8,734;14,71085088
06.08.2023;00:00;CEST;01:00;CEST;8,91;15,0072912
06.08.2023;01:00;CEST;02:00;CEST;8,809;14,83717488
06.08.2023;02:00;CEST;03:00;CEST;7,907;13,31791824
06.08.2023;03:00;CEST;04:00;CEST;7,908;13,31960256
06.08.2023;04:00;CEST;05:00;CEST;7,506;12,64250592
06.08.2023;05:00;CEST;06:00;CEST;8,4;14,148288
06.08.2023;06:00;CEST;07:00;CEST;7,51;12,6492432
06.08.2023;07:00;CEST;08:00;CEST;6,861;11,55611952
06.08.2023;08:00;CEST;09:00;CEST;6,746;11,36242272
06.08.2023;09:00;CEST;10:00;CEST;6,111;10,29287952
06.08.2023;10:00;CEST;11:00;CEST;4,909;8,26832688
06.08.2023;11:00;CEST;12:00;CEST;4,385;7,3857432
06.08.2023;12:00;CEST;13:00;CEST;3,392;5,71321344
06.08.2023;13:00;CEST;14:00;CEST;1,207;2,03297424
06.08.2023;14:00;CEST;15:00;CEST;1,196;2,01444672
06.08.2023;15:00;CEST;16:00;CEST;0,909;1,53104688
06.08.2023;16:00;CEST;17:00;CEST;1,21;2,0380272
06.08.2023;17:00;CEST;18:00;CEST;3,517;5,92375344
06.08.2023;18:00;CEST;19:00;CEST;6,203;10,44783696
06.08.2023;19:00;CEST;20:00;CEST;7,261;12,22984752
06.08.2023;20:00;CEST;21:00;CEST;7,685;12,9439992
06.08.2023;21:00;CEST;22:00;CEST;7,715;12,9945288
06.08.2023;22:00;CEST;23:00;CEST;7,186;12,10352352
06.08.2023;23:00;CEST;00:00;CEST;5,54;9,3311328
07.08.2023;00:00;CEST;01:00;CEST;5,44;9,1627008
07.08.2023;01:00;CEST;02:00;CEST;4,757;8,01231024
07.08.2023;02:00;CEST;03:00;CEST;3,083;5,19275856
07.08.2023;03:00;CEST;04:00;CEST;0,701;1,18070832
07.08.2023;04:00;CEST;05:00;CEST;0,355;0,5979336
07.08.2023;05:00;CEST;06:00;CEST;0,003;0,00505296
07.08.2023;06:00;CEST;07:00;CEST;6,632;11,17041024
07.08.2023;07:00;CEST;08:00;CEST;7,338;12,35954016
07.08.2023;08:00;CEST;09:00;CEST;6,514;10,97166048
07.08.2023;09:00;CEST;10:00;CEST;4,494;7,56933408
07.08.2023;10:00;CEST;11:00;CEST;0,437;0,73604784
07.08.2023;11:00;CEST;12:00;CEST;0,1;0,168432
07.08.2023;12:00;CEST;13:00;CEST;-0,001;0,00168432
07.08.2023;13:00;CEST;14:00;CEST;-0,081;0,13642992
07.08.2023;14:00;CEST;15:00;CEST;-0,431;0,72594192
07.08.2023;15:00;CEST;16:00;CEST;-0,999;1,68263568
07.08.2023;16:00;CEST;17:00;CEST;-0,432;0,72762624
07.08.2023;17:00;CEST;18:00;CEST;-0,004;0,00673728
07.08.2023;18:00;CEST;19:00;CEST;0,016;0,02694912
07.08.2023;19:00;CEST;20:00;CEST;1,369;2,30583408
07.08.2023;20:00;CEST;21:00;CEST;3,071;5,17254672
07.08.2023;21:00;CEST;22:00;CEST;4,183;7,04551056
07.08.2023;22:00;CEST;23:00;CEST;0,107;0,18022224
07.08.2023;23:00;CEST;00:00;CEST;-0,007;0,01179024
08.08.2023;00:00;CEST;01:00;CEST;-0,428;0,72088896
08.08.2023;01:00;CEST;02:00;CEST;-0,603;1,01564496
08.08.2023;02:00;CEST;03:00;CEST;-0,62;1,0442784
08.08.2023;03:00;CEST;04:00;CEST;-0,592;0,99711744
08.08.2023;04:00;CEST;05:00;CEST;-0,374;0,62993568
08.08.2023;05:00;CEST;06:00;CEST;-0,209;0,35202288
08.08.2023;06:00;CEST;07:00;CEST;0,009;0,01515888
08.08.2023;07:00;CEST;08:00;CEST;1,432;2,41194624
08.08.2023;08:00;CEST;09:00;CEST;-0,009;0,01515888
08.08.2023;09:00;CEST;10:00;CEST;-0,27;0,4547664
08.08.2023;10:00;CEST;11:00;CEST;-0,677;1,14028464
08.08.2023;11:00;CEST;12:00;CEST;-1,318;2,21993376
08.08.2023;12:00;CEST;13:00;CEST;-1,573;2,64943536
08.08.2023;13:00;CEST;14:00;CEST;-2,009;3,38379888
08.08.2023;14:00;CEST;15:00;CEST;-2,177;3,66676464
08.08.2023;15:00;CEST;16:00;CEST;-1,61;2,7117552
08.08.2023;16:00;CEST;17:00;CEST;-0,89;1,4990448
08.08.2023;17:00;CEST;18:00;CEST;-0,082;0,13811424
08.08.2023;18:00;CEST;19:00;CEST;0,107;0,18022224
08.08.2023;19:00;CEST;20:00;CEST;8,759;14,75295888
08.08.2023;20:00;CEST;21:00;CEST;8,396;14,14155072
