Datum;von;Zeitzone von;bis;Zeitzone bis;Spotmarktpreis in ct/kWh;Strompreis [ct/kWh]
01.01.2023;00:00;CET;01:00;CET;-0,517;0,87079344
01.01.2023;01:00;CET;02:00;CET;-0,107;0,18022224
01.01.2023;02:00;CET;03:00;CET;-0,147;0,24759504
01.01.2023;03:00;CET;04:00;CET;-0,508;0,85563456
01.01.2023;04:00;CET;05:00;CET;-0,449;0,75625968
01.01.2023;05:00;CET;06:00;CET;-0,54;0,9095328
01.01.2023;06:00;CET;07:00;CET;-0,502;0,84552864
01.01.2023;07:00;CET;08:00;CET;-0,13;0,2189616
01.01.2023;08:00;CET;09:00;CET;-0,144;0,24254208
01.01.2023;09:00;CET;10:00;CET;-0,109;0,18359088
01.01.2023;10:00;CET;11:00;CET;-0,107;0,18022224
01.01.2023;11:00;CET;12:00;CET;-0,107;0,18022224
01.01.2023;12:00;CET;13:00;CET;-0,079;0,13306128
01.01.2023;13:00;CET;14:00;CET;-0,027;0,04547664
01.01.2023;14:00;CET;15:00;CET;0,085;0,1431672
01.01.2023;15:00;CET;16:00;CET;2,353;3,96320496
01.01.2023;16:00;CET;17:00;CET;3,654;6,15450528
01.01.2023;17:00;CET;18:00;CET;4,603;7,75292496
01.01.2023;18:00;CET;19:00;CET;5,557;9,35976624
01.01.2023;19:00;CET;20:00;CET;5,495;9,2553384
01.01.2023;20:00;CET;21:00;CET;4,923;8,29190736
01.01.2023;21:00;CET;22:00;CET;4,499;7,57775568
01.01.2023;22:00;CET;23:00;CET;4,596;7,74113472
01.01.2023;23:00;CET;00:00;CET;3,5;5,89512
02.01.2023;00:00;CET;01:00;CET;5,791;9,75389712
02.01.2023;01:00;CET;02:00;CET;5,167;8,70288144
02.01.2023;02:00;CET;03:00;CET;5,293;8,91510576
02.01.2023;03:00;CET;04:00;CET;4,409;7,42616688
02.01.2023;04:00;CET;05:00;CET;5,008;8,43507456
02.01.2023;05:00;CET;06:00;CET;6,972;11,74307904
02.01.2023;06:00;CET;07:00;CET;10,508;17,69883456
02.01.2023;07:00;CET;08:00;CET;14,064;23,68827648
02.01.2023;08:00;CET;09:00;CET;14,598;24,58770336
02.01.2023;09:00;CET;10:00;CET;14,705;24,7679256
02.01.2023;10:00;CET;11:00;CET;14,561;24,52538352
02.01.2023;11:00;CET;12:00;CET;14,335;24,1447272
02.01.2023;12:00;CET;13:00;CET;14,438;24,31821216
02.01.2023;13:00;CET;14:00;CET;14,376;24,21378432
02.01.2023;14:00;CET;15:00;CET;14,82;24,9616224
02.01.2023;15:00;CET;16:00;CET;15,534;26,16422688
02.01.2023;16:00;CET;17:00;CET;16,289;27,43588848
02.01.2023;17:00;CET;18:00;CET;17;28,63344
02.01.2023;18:00;CET;19:00;CET;17,474;29,43180768
02.01.2023;19:00;CET;20:00;CET;16,446;27,70032672
02.01.2023;20:00;CET;21:00;CET;15,3;25,770096
02.01.2023;21:00;CET;22:00;CET;14,167;23,86176144
02.01.2023;22:00;CET;23:00;CET;13,491;22,72316112
02.01.2023;23:00;CET;00:00;CET;12,422;20,92262304
03.01.2023;00:00;CET;01:00;CET;13,001;21,89784432
03.01.2023;01:00;CET;02:00;CET;12;20,21184
03.01.2023;02:00;CET;03:00;CET;11,876;20,00298432
03.01.2023;03:00;CET;04:00;CET;11,5;19,36968
03.01.2023;04:00;CET;05:00;CET;11,363;19,13892816
03.01.2023;05:00;CET;06:00;CET;11,627;19,58358864
03.01.2023;06:00;CET;07:00;CET;13,892;23,39857344
03.01.2023;07:00;CET;08:00;CET;15,992;26,93564544
03.01.2023;08:00;CET;09:00;CET;16,917;28,49364144
03.01.2023;09:00;CET;10:00;CET;17,118;28,83218976
03.01.2023;10:00;CET;11:00;CET;16,857;28,39258224
03.01.2023;11:00;CET;12:00;CET;16,949;28,54753968
03.01.2023;12:00;CET;13:00;CET;16,45;27,707064
03.01.2023;13:00;CET;14:00;CET;16,091;27,10239312
03.01.2023;14:00;CET;15:00;CET;16,306;27,46452192
03.01.2023;15:00;CET;16:00;CET;16,773;28,25109936
03.01.2023;16:00;CET;17:00;CET;16,661;28,06245552
03.01.2023;17:00;CET;18:00;CET;17,072;28,75471104
03.01.2023;18:00;CET;19:00;CET;16,893;28,45321776
03.01.2023;19:00;CET;20:00;CET;16,099;27,11586768
03.01.2023;20:00;CET;21:00;CET;14,962;25,20079584
03.01.2023;21:00;CET;22:00;CET;13,099;22,06290768
03.01.2023;22:00;CET;23:00;CET;11,427;19,24672464
03.01.2023;23:00;CET;00:00;CET;9,366;15,77534112
04.01.2023;00:00;CET;01:00;CET;8,089;13,62446448
04.01.2023;01:00;CET;02:00;CET;7,067;11,90308944
04.01.2023;02:00;CET;03:00;CET;4;6,73728
04.01.2023;03:00;CET;04:00;CET;0,868;1,46198976
04.01.2023;04:00;CET;05:00;CET;0,085;0,1431672
04.01.2023;05:00;CET;06:00;CET;1,102;1,85612064
04.01.2023;06:00;CET;07:00;CET;6,102;10,27772064
04.01.2023;07:00;CET;08:00;CET;7,92;13,3398144
04.01.2023;08:00;CET;09:00;CET;8,42;14,1819744
04.01.2023;09:00;CET;10:00;CET;8,332;14,03375424
04.01.2023;10:00;CET;11:00;CET;7,007;11,80203024
04.01.2023;11:00;CET;12:00;CET;7,974;13,43076768
04.01.2023;12:00;CET;13:00;CET;8,089;13,62446448
04.01.2023;13:00;CET;14:00;CET;7,972;13,42739904
04.01.2023;14:00;CET;15:00;CET;8,022;13,51161504
04.01.2023;15:00;CET;16:00;CET;7,974;13,43076768
04.01.2023;16:00;CET;17:00;CET;8,082;13,61267424
04.01.2023;17:00;CET;18:00;CET;8,616;14,51210112
04.01.2023;18:00;CET;19:00;CET;7,228;12,17426496
04.01.2023;19:00;CET;20:00;CET;6,661;11,21925552
04.01.2023;20:00;CET;21:00;CET;4,32;7,2762624
04.01.2023;21:00;CET;22:00;CET;3,125;5,2635
04.01.2023;22:00;CET;23:00;CET;3,496;5,88838272
04.01.2023;23:00;CET;00:00;CET;0,909;1,53104688
05.01.2023;00:00;CET;01:00;CET;0,005;0,0084216
05.01.2023;01:00;CET;02:00;CET;0,007;0,01179024
05.01.2023;02:00;CET;03:00;CET;0,007;0,01179024
05.01.2023;03:00;CET;04:00;CET;0,012;0,02021184
05.01.2023;04:00;CET;05:00;CET;0,223;0,37560336
05.01.2023;05:00;CET;06:00;CET;1,007;1,69611024
05.01.2023;06:00;CET;07:00;CET;6,104;10,28108928
05.01.2023;07:00;CET;08:00;CET;8,719;14,68558608
05.01.2023;08:00;CET;09:00;CET;9,584;16,14252288
05.01.2023;09:00;CET;10:00;CET;12,555;21,1466376
05.01.2023;10:00;CET;11:00;CET;13,192;22,21954944
05.01.2023;11:00;CET;12:00;CET;14,307;24,09756624
05.01.2023;12:00;CET;13:00;CET;14,091;23,73375312
05.01.2023;13:00;CET;14:00;CET;14,258;24,01503456
05.01.2023;14:00;CET;15:00;CET;15,103;25,43828496
05.01.2023;15:00;CET;16:00;CET;15,948;26,86153536
05.01.2023;16:00;CET;17:00;CET;17,273;29,09325936
05.01.2023;17:00;CET;18:00;CET;19,47;32,7937104
05.01.2023;18:00;CET;19:00;CET;19,467;32,78865744
05.01.2023;19:00;CET;20:00;CET;17,798;29,97752736
05.01.2023;20:00;CET;21:00;CET;16,399;27,62116368
05.01.2023;21:00;CET;22:00;CET;15,2;25,601664
05.01.2023;22:00;CET;23:00;CET;14,464;24,36200448
05.01.2023;23:00;CET;00:00;CET;12,7;21,390864
06.01.2023;00:00;CET;01:00;CET;10,721;18,05759472
06.01.2023;01:00;CET;02:00;CET;10,11;17,0284752
06.01.2023;02:00;CET;03:00;CET;9,673;16,29242736
06.01.2023;03:00;CET;04:00;CET;8,234;13,86869088
06.01.2023;04:00;CET;05:00;CET;8,193;13,79963376
06.01.2023;05:00;CET;06:00;CET;8,403;14,15334096
06.01.2023;06:00;CET;07:00;CET;9,725;16,380012
06.01.2023;07:00;CET;08:00;CET;10,651;17,93969232
06.01.2023;08:00;CET;09:00;CET;12,07;20,3297424
06.01.2023;09:00;CET;10:00;CET;11,686;19,68296352
06.01.2023;10:00;CET;11:00;CET;11,285;19,0075512
06.01.2023;11:00;CET;12:00;CET;11,337;19,09513584
06.01.2023;12:00;CET;13:00;CET;11,5;19,36968
06.01.2023;13:00;CET;14:00;CET;10,978;18,49046496
06.01.2023;14:00;CET;15:00;CET;11,971;20,16299472
06.01.2023;15:00;CET;16:00;CET;12,583;21,19379856
06.01.2023;16:00;CET;17:00;CET;13,957;23,50805424
06.01.2023;17:00;CET;18:00;CET;15,593;26,26360176
06.01.2023;18:00;CET;19:00;CET;16,35;27,538632
06.01.2023;19:00;CET;20:00;CET;14,674;24,71571168
06.01.2023;20:00;CET;21:00;CET;13,938;23,47605216
06.01.2023;21:00;CET;22:00;CET;13,18;22,1993376
06.01.2023;22:00;CET;23:00;CET;12,994;21,88605408
06.01.2023;23:00;CET;00:00;CET;12,13;20,4308016
07.01.2023;00:00;CET;01:00;CET;9,715;16,3631688
07.01.2023;01:00;CET;02:00;CET;9,843;16,57876176
07.01.2023;02:00;CET;03:00;CET;9,605;16,1778936
07.01.2023;03:00;CET;04:00;CET;8,797;14,81696304
07.01.2023;04:00;CET;05:00;CET;8,299;13,97817168
07.01.2023;05:00;CET;06:00;CET;8,359;14,07923088
07.01.2023;06:00;CET;07:00;CET;9,076;15,28688832
07.01.2023;07:00;CET;08:00;CET;10,321;17,38386672
07.01.2023;08:00;CET;09:00;CET;11,186;18,84080352
07.01.2023;09:00;CET;10:00;CET;11,2;18,864384
07.01.2023;10:00;CET;11:00;CET;10;16,8432
07.01.2023;11:00;CET;12:00;CET;8,832;14,87591424
07.01.2023;12:00;CET;13:00;CET;8,79;14,8051728
07.01.2023;13:00;CET;14:00;CET;9,405;15,8410296
07.01.2023;14:00;CET;15:00;CET;8,898;14,98707936
07.01.2023;15:00;CET;16:00;CET;8,556;14,41104192
07.01.2023;16:00;CET;17:00;CET;9,41;15,8494512
07.01.2023;17:00;CET;18:00;CET;9,681;16,30590192
07.01.2023;18:00;CET;19:00;CET;9,952;16,76235264
07.01.2023;19:00;CET;20:00;CET;9,458;15,93029856
07.01.2023;20:00;CET;21:00;CET;8,786;14,79843552
07.01.2023;21:00;CET;22:00;CET;6,147;10,35351504
07.01.2023;22:00;CET;23:00;CET;5;8,4216
07.01.2023;23:00;CET;00:00;CET;3,825;6,442524
08.01.2023;00:00;CET;01:00;CET;1,093;1,84096176
08.01.2023;01:00;CET;02:00;CET;0,907;1,52767824
08.01.2023;02:00;CET;03:00;CET;0,91;1,5327312
08.01.2023;03:00;CET;04:00;CET;0,416;0,70067712
08.01.2023;04:00;CET;05:00;CET;0,558;0,93985056
08.01.2023;05:00;CET;06:00;CET;0,992;1,67084544
08.01.2023;06:00;CET;07:00;CET;0,902;1,51925664
08.01.2023;07:00;CET;08:00;CET;1,647;2,77407504
08.01.2023;08:00;CET;09:00;CET;4,942;8,32390944
08.01.2023;09:00;CET;10:00;CET;8,28;13,9461696
08.01.2023;10:00;CET;11:00;CET;9,37;15,7820784
08.01.2023;11:00;CET;12:00;CET;10,387;17,49503184
08.01.2023;12:00;CET;13:00;CET;10,169;17,12785008
08.01.2023;13:00;CET;14:00;CET;9,9;16,674768
08.01.2023;14:00;CET;15:00;CET;10,429;17,56577328
08.01.2023;15:00;CET;16:00;CET;10,364;17,45629248
08.01.2023;16:00;CET;17:00;CET;10,911;18,37761552
08.01.2023;17:00;CET;18:00;CET;11,804;19,88171328
08.01.2023;18:00;CET;19:00;CET;12,261;20,65144752
08.01.2023;19:00;CET;20:00;CET;10,911;18,37761552
08.01.2023;20:00;CET;21:00;CET;10,393;17,50513776
08.01.2023;21:00;CET;22:00;CET;9,843;16,57876176
08.01.2023;22:00;CET;23:00;CET;9,937;16,73708784
08.01.2023;23:00;CET;00:00;CET;8,134;13,70025888
09.01.2023;00:00;CET;01:00;CET;7,513;12,65429616
09.01.2023;01:00;CET;02:00;CET;6,438;10,84365216
09.01.2023;02:00;CET;03:00;CET;6,028;10,15308096
09.01.2023;03:00;CET;04:00;CET;3,941;6,63790512
09.01.2023;04:00;CET;05:00;CET;4,725;7,958412
09.01.2023;05:00;CET;06:00;CET;6,907;11,63359824
09.01.2023;06:00;CET;07:00;CET;10,713;18,04412016
09.01.2023;07:00;CET;08:00;CET;16;26,94912
09.01.2023;08:00;CET;09:00;CET;18;30,31776
09.01.2023;09:00;CET;10:00;CET;17,714;29,83604448
09.01.2023;10:00;CET;11:00;CET;15,907;26,79247824
09.01.2023;11:00;CET;12:00;CET;16,057;27,04512624
09.01.2023;12:00;CET;13:00;CET;14,056;23,67480192
09.01.2023;13:00;CET;14:00;CET;13,767;23,18803344
09.01.2023;14:00;CET;15:00;CET;14,357;24,18178224
09.01.2023;15:00;CET;16:00;CET;15,102;25,43660064
09.01.2023;16:00;CET;17:00;CET;16,196;27,27924672
09.01.2023;17:00;CET;18:00;CET;17,607;29,65582224
09.01.2023;18:00;CET;19:00;CET;18,218;30,68494176
09.01.2023;19:00;CET;20:00;CET;17,079;28,76650128
09.01.2023;20:00;CET;21:00;CET;16,051;27,03502032
09.01.2023;21:00;CET;22:00;CET;13,893;23,40025776
09.01.2023;22:00;CET;23:00;CET;13,2;22,233024
09.01.2023;23:00;CET;00:00;CET;10,831;18,24286992
10.01.2023;00:00;CET;01:00;CET;10,602;17,85716064
10.01.2023;01:00;CET;02:00;CET;9,671;16,28905872
10.01.2023;02:00;CET;03:00;CET;9,514;16,02462048
10.01.2023;03:00;CET;04:00;CET;9,036;15,21951552
10.01.2023;04:00;CET;05:00;CET;9,561;16,10378352
10.01.2023;05:00;CET;06:00;CET;10,86;18,2917152
10.01.2023;06:00;CET;07:00;CET;13,813;23,26551216
10.01.2023;07:00;CET;08:00;CET;15,473;26,06148336
10.01.2023;08:00;CET;09:00;CET;16,533;27,84686256
10.01.2023;09:00;CET;10:00;CET;16,042;27,01986144
10.01.2023;10:00;CET;11:00;CET;15,473;26,06148336
10.01.2023;11:00;CET;12:00;CET;14,645;24,6668664
10.01.2023;12:00;CET;13:00;CET;14,122;23,78596704
10.01.2023;13:00;CET;14:00;CET;14,168;23,86344576
10.01.2023;14:00;CET;15:00;CET;14,541;24,49169712
10.01.2023;15:00;CET;16:00;CET;14,592;24,57759744
10.01.2023;16:00;CET;17:00;CET;14,05;23,664696
10.01.2023;17:00;CET;18:00;CET;14,634;24,64833888
10.01.2023;18:00;CET;19:00;CET;14,045;23,6562744
10.01.2023;19:00;CET;20:00;CET;12,444;20,95967808
10.01.2023;20:00;CET;21:00;CET;10,615;17,8790568
10.01.2023;21:00;CET;22:00;CET;8,653;14,57442096
10.01.2023;22:00;CET;23:00;CET;8,13;13,6935216
10.01.2023;23:00;CET;00:00;CET;4,296;7,23583872
11.01.2023;00:00;CET;01:00;CET;0,5;0,84216
11.01.2023;01:00;CET;02:00;CET;0,016;0,02694912
11.01.2023;02:00;CET;03:00;CET;0,008;0,01347456
11.01.2023;03:00;CET;04:00;CET;0,001;0,00168432
11.01.2023;04:00;CET;05:00;CET;0,004;0,00673728
11.01.2023;05:00;CET;06:00;CET;0,275;0,463188
11.01.2023;06:00;CET;07:00;CET;5,788;9,74884416
11.01.2023;07:00;CET;08:00;CET;9,111;15,34583952
11.01.2023;08:00;CET;09:00;CET;12,744;21,46497408
11.01.2023;09:00;CET;10:00;CET;12,974;21,85236768
11.01.2023;10:00;CET;11:00;CET;13,171;22,18417872
11.01.2023;11:00;CET;12:00;CET;13,002;21,89952864
11.01.2023;12:00;CET;13:00;CET;11,747;19,78570704
11.01.2023;13:00;CET;14:00;CET;11,054;18,61847328
11.01.2023;14:00;CET;15:00;CET;11,574;19,49431968
11.01.2023;15:00;CET;16:00;CET;11,77;19,8244464
11.01.2023;16:00;CET;17:00;CET;11,92;20,0770944
11.01.2023;17:00;CET;18:00;CET;13,239;22,29871248
11.01.2023;18:00;CET;19:00;CET;13,288;22,38124416
11.01.2023;19:00;CET;20:00;CET;12,78;21,5256096
11.01.2023;20:00;CET;21:00;CET;11,456;19,29556992
11.01.2023;21:00;CET;22:00;CET;9,347;15,74333904
11.01.2023;22:00;CET;23:00;CET;9,171;15,44689872
11.01.2023;23:00;CET;00:00;CET;6,854;11,54432928
12.01.2023;00:00;CET;01:00;CET;1,988;3,34842816
12.01.2023;01:00;CET;02:00;CET;0,555;0,9347976
12.01.2023;02:00;CET;03:00;CET;0,469;0,78994608
12.01.2023;03:00;CET;04:00;CET;0,01;0,0168432
12.01.2023;04:00;CET;05:00;CET;0,203;0,34191696
12.01.2023;05:00;CET;06:00;CET;2,494;4,20069408
12.01.2023;06:00;CET;07:00;CET;8,572;14,43799104
12.01.2023;07:00;CET;08:00;CET;11,155;18,7885896
12.01.2023;08:00;CET;09:00;CET;10,683;17,99359056
12.01.2023;09:00;CET;10:00;CET;9,783;16,47770256
12.01.2023;10:00;CET;11:00;CET;8,474;14,27292768
12.01.2023;11:00;CET;12:00;CET;8,738;14,71758816
12.01.2023;12:00;CET;13:00;CET;7,588;12,78062016
12.01.2023;13:00;CET;14:00;CET;8,184;13,78447488
12.01.2023;14:00;CET;15:00;CET;8,82;14,8557024
12.01.2023;15:00;CET;16:00;CET;9,518;16,03135776
12.01.2023;16:00;CET;17:00;CET;9,908;16,68824256
12.01.2023;17:00;CET;18:00;CET;11,201;18,86606832
12.01.2023;18:00;CET;19:00;CET;11,949;20,12593968
12.01.2023;19:00;CET;20:00;CET;10,079;16,97626128
12.01.2023;20:00;CET;21:00;CET;9,935;16,7337192
12.01.2023;21:00;CET;22:00;CET;8,477;14,27798064
12.01.2023;22:00;CET;23:00;CET;7,043;11,86266576
12.01.2023;23:00;CET;00:00;CET;3,957;6,66485424
13.01.2023;00:00;CET;01:00;CET;3,264;5,49762048
13.01.2023;01:00;CET;02:00;CET;1,699;2,86165968
13.01.2023;02:00;CET;03:00;CET;0,9;1,515888
13.01.2023;03:00;CET;04:00;CET;0,202;0,34023264
13.01.2023;04:00;CET;05:00;CET;0,261;0,43960752
13.01.2023;05:00;CET;06:00;CET;2,526;4,25459232
13.01.2023;06:00;CET;07:00;CET;5,474;9,21996768
13.01.2023;07:00;CET;08:00;CET;8,788;14,80180416
13.01.2023;08:00;CET;09:00;CET;10,595;17,8453704
13.01.2023;09:00;CET;10:00;CET;10,064;16,95099648
13.01.2023;10:00;CET;11:00;CET;9,485;15,9757752
13.01.2023;11:00;CET;12:00;CET;8,493;14,30492976
13.01.2023;12:00;CET;13:00;CET;7,653;12,89010096
13.01.2023;13:00;CET;14:00;CET;7,024;11,83066368
13.01.2023;14:00;CET;15:00;CET;7,355;12,3881736
13.01.2023;15:00;CET;16:00;CET;7,985;13,4492952
13.01.2023;16:00;CET;17:00;CET;8,531;14,36893392
13.01.2023;17:00;CET;18:00;CET;9,69;16,3210608
13.01.2023;18:00;CET;19:00;CET;9,697;16,33285104
13.01.2023;19:00;CET;20:00;CET;9,591;16,15431312
13.01.2023;20:00;CET;21:00;CET;8,494;14,30661408
13.01.2023;21:00;CET;22:00;CET;7,689;12,95073648
13.01.2023;22:00;CET;23:00;CET;7,651;12,88673232
13.01.2023;23:00;CET;00:00;CET;6,83;11,5039056
14.01.2023;00:00;CET;01:00;CET;2,568;4,32533376
14.01.2023;01:00;CET;02:00;CET;3,462;5,83111584
14.01.2023;02:00;CET;03:00;CET;4,47;7,5289104
14.01.2023;03:00;CET;04:00;CET;4,123;6,94445136
14.01.2023;04:00;CET;05:00;CET;4,07;6,8551824
14.01.2023;05:00;CET;06:00;CET;4,068;6,85181376
14.01.2023;06:00;CET;07:00;CET;4,51;7,5962832
14.01.2023;07:00;CET;08:00;CET;5,314;8,95047648
14.01.2023;08:00;CET;09:00;CET;5,234;8,81573088
14.01.2023;09:00;CET;10:00;CET;5,416;9,12227712
14.01.2023;10:00;CET;11:00;CET;5,047;8,50076304
14.01.2023;11:00;CET;12:00;CET;5,501;9,26544432
14.01.2023;12:00;CET;13:00;CET;4,891;8,23800912
14.01.2023;13:00;CET;14:00;CET;2,525;4,252908
14.01.2023;14:00;CET;15:00;CET;1,342;2,26035744
14.01.2023;15:00;CET;16:00;CET;0,905;1,5243096
14.01.2023;16:00;CET;17:00;CET;0,904;1,52262528
14.01.2023;17:00;CET;18:00;CET;1,104;1,85948928
14.01.2023;18:00;CET;19:00;CET;1,369;2,30583408
14.01.2023;19:00;CET;20:00;CET;0,684;1,15207488
14.01.2023;20:00;CET;21:00;CET;0,903;1,52094096
14.01.2023;21:00;CET;22:00;CET;0,907;1,52767824
14.01.2023;22:00;CET;23:00;CET;0,59;0,9937488
14.01.2023;23:00;CET;00:00;CET;0,519;0,87416208
15.01.2023;00:00;CET;01:00;CET;0,394;0,66362208
15.01.2023;01:00;CET;02:00;CET;0,171;0,28801872
15.01.2023;02:00;CET;03:00;CET;0,41;0,6905712
15.01.2023;03:00;CET;04:00;CET;0,265;0,4463448
15.01.2023;04:00;CET;05:00;CET;0,287;0,48339984
15.01.2023;05:00;CET;06:00;CET;0,401;0,67541232
15.01.2023;06:00;CET;07:00;CET;0,158;0,26612256
15.01.2023;07:00;CET;08:00;CET;0,174;0,29307168
15.01.2023;08:00;CET;09:00;CET;0,908;1,52936256
15.01.2023;09:00;CET;10:00;CET;1,031;1,73653392
15.01.2023;10:00;CET;11:00;CET;0,901;1,51757232
15.01.2023;11:00;CET;12:00;CET;0,803;1,35250896
15.01.2023;12:00;CET;13:00;CET;0,676;1,13860032
15.01.2023;13:00;CET;14:00;CET;0,042;0,07074144
15.01.2023;14:00;CET;15:00;CET;0,029;0,04884528
15.01.2023;15:00;CET;16:00;CET;0,032;0,05389824
15.01.2023;16:00;CET;17:00;CET;0,046;0,07747872
15.01.2023;17:00;CET;18:00;CET;0,125;0,21054
15.01.2023;18:00;CET;19:00;CET;2,695;4,5392424
15.01.2023;19:00;CET;20:00;CET;2,527;4,25627664
15.01.2023;20:00;CET;21:00;CET;1,217;2,04981744
15.01.2023;21:00;CET;22:00;CET;1,969;3,31642608
15.01.2023;22:00;CET;23:00;CET;3,214;5,41340448
15.01.2023;23:00;CET;00:00;CET;3,747;6,31114704
16.01.2023;00:00;CET;01:00;CET;6,001;10,10760432
16.01.2023;01:00;CET;02:00;CET;6,001;10,10760432
16.01.2023;02:00;CET;03:00;CET;6,272;10,56405504
16.01.2023;03:00;CET;04:00;CET;5,61;9,4490352
16.01.2023;04:00;CET;05:00;CET;6,33;10,6617456
16.01.2023;05:00;CET;06:00;CET;8,7;14,653584
16.01.2023;06:00;CET;07:00;CET;15,463;26,04464016
16.01.2023;07:00;CET;08:00;CET;17,511;29,49412752
16.01.2023;08:00;CET;09:00;CET;18,599;31,32666768
16.01.2023;09:00;CET;10:00;CET;17;28,63344
16.01.2023;10:00;CET;11:00;CET;15,02;25,2984864
16.01.2023;11:00;CET;12:00;CET;15,089;25,41470448
16.01.2023;12:00;CET;13:00;CET;14,704;24,76624128
16.01.2023;13:00;CET;14:00;CET;14,087;23,72701584
16.01.2023;14:00;CET;15:00;CET;14,124;23,78933568
16.01.2023;15:00;CET;16:00;CET;14,569;24,53885808
16.01.2023;16:00;CET;17:00;CET;15,081;25,40122992
16.01.2023;17:00;CET;18:00;CET;16,679;28,09277328
16.01.2023;18:00;CET;19:00;CET;17,372;29,26000704
16.01.2023;19:00;CET;20:00;CET;15,05;25,349016
16.01.2023;20:00;CET;21:00;CET;13,697;23,07013104
16.01.2023;21:00;CET;22:00;CET;12,774;21,51550368
16.01.2023;22:00;CET;23:00;CET;12,324;20,75755968
16.01.2023;23:00;CET;00:00;CET;10,94;18,4264608
17.01.2023;00:00;CET;01:00;CET;9,824;16,54675968
17.01.2023;01:00;CET;02:00;CET;9,461;15,93535152
17.01.2023;02:00;CET;03:00;CET;9,191;15,48058512
17.01.2023;03:00;CET;04:00;CET;8,951;15,07634832
17.01.2023;04:00;CET;05:00;CET;9,177;15,45700464
17.01.2023;05:00;CET;06:00;CET;10;16,8432
17.01.2023;06:00;CET;07:00;CET;11,696;19,69980672
17.01.2023;07:00;CET;08:00;CET;14,08;23,7152256
17.01.2023;08:00;CET;09:00;CET;15,196;25,59492672
17.01.2023;09:00;CET;10:00;CET;13,61;22,9235952
17.01.2023;10:00;CET;11:00;CET;12,617;21,25106544
17.01.2023;11:00;CET;12:00;CET;12,275;20,675028
17.01.2023;12:00;CET;13:00;CET;11,607;19,54990224
17.01.2023;13:00;CET;14:00;CET;12,956;21,82204992
17.01.2023;14:00;CET;15:00;CET;14,605;24,5994936
17.01.2023;15:00;CET;16:00;CET;16,385;27,5975832
17.01.2023;16:00;CET;17:00;CET;18,005;30,3261816
17.01.2023;17:00;CET;18:00;CET;18,883;31,80501456
17.01.2023;18:00;CET;19:00;CET;17,69;29,7956208
17.01.2023;19:00;CET;20:00;CET;17,556;29,56992192
17.01.2023;20:00;CET;21:00;CET;15,402;25,94189664
17.01.2023;21:00;CET;22:00;CET;14,626;24,63486432
17.01.2023;22:00;CET;23:00;CET;13,994;23,57037408
17.01.2023;23:00;CET;00:00;CET;12,773;21,51381936
18.01.2023;00:00;CET;01:00;CET;12,285;20,6918712
18.01.2023;01:00;CET;02:00;CET;12,468;21,00010176
18.01.2023;02:00;CET;03:00;CET;12,464;20,99336448
18.01.2023;03:00;CET;04:00;CET;12,287;20,69523984
18.01.2023;04:00;CET;05:00;CET;11,991;20,19668112
18.01.2023;05:00;CET;06:00;CET;12,66;21,3234912
18.01.2023;06:00;CET;07:00;CET;15,272;25,72293504
18.01.2023;07:00;CET;08:00;CET;17,169;28,91809008
18.01.2023;08:00;CET;09:00;CET;18,867;31,77806544
18.01.2023;09:00;CET;10:00;CET;18,311;30,84158352
18.01.2023;10:00;CET;11:00;CET;16,125;27,15966
18.01.2023;11:00;CET;12:00;CET;15,245;25,6774584
18.01.2023;12:00;CET;13:00;CET;14,087;23,72701584
18.01.2023;13:00;CET;14:00;CET;14,124;23,78933568
18.01.2023;14:00;CET;15:00;CET;14,233;23,97292656
18.01.2023;15:00;CET;16:00;CET;15,269;25,71788208
18.01.2023;16:00;CET;17:00;CET;15,381;25,90652592
18.01.2023;17:00;CET;18:00;CET;16,464;27,73064448
18.01.2023;18:00;CET;19:00;CET;15,896;26,77395072
18.01.2023;19:00;CET;20:00;CET;13,355;22,4940936
18.01.2023;20:00;CET;21:00;CET;13,748;23,15603136
18.01.2023;21:00;CET;22:00;CET;13,147;22,14375504
18.01.2023;22:00;CET;23:00;CET;12,899;21,72604368
18.01.2023;23:00;CET;00:00;CET;11,268;18,97891776
19.01.2023;00:00;CET;01:00;CET;11,153;18,78522096
19.01.2023;01:00;CET;02:00;CET;10,698;18,01885536
19.01.2023;02:00;CET;03:00;CET;10,497;17,68030704
19.01.2023;03:00;CET;04:00;CET;10,172;17,13290304
19.01.2023;04:00;CET;05:00;CET;9,914;16,69834848
19.01.2023;05:00;CET;06:00;CET;11,095;18,6875304
19.01.2023;06:00;CET;07:00;CET;11,822;19,91203104
19.01.2023;07:00;CET;08:00;CET;14,962;25,20079584
19.01.2023;08:00;CET;09:00;CET;15,993;26,93732976
19.01.2023;09:00;CET;10:00;CET;15,588;26,25518016
19.01.2023;10:00;CET;11:00;CET;15,481;26,07495792
19.01.2023;11:00;CET;12:00;CET;13,863;23,34972816
19.01.2023;12:00;CET;13:00;CET;15,007;25,27659024
19.01.2023;13:00;CET;14:00;CET;15,487;26,08506384
19.01.2023;14:00;CET;15:00;CET;16,049;27,03165168
19.01.2023;15:00;CET;16:00;CET;17,91;30,1661712
19.01.2023;16:00;CET;17:00;CET;18,629;31,37719728
19.01.2023;17:00;CET;18:00;CET;19,873;33,47249136
19.01.2023;18:00;CET;19:00;CET;19,757;33,27711024
